filename,X1,Y1,X2,Y2,X3,Y3,X4,Y4,type
009a13e473f9450cb0d6ee18da81c877.jpg,1111,1104,1145,1104,1145,1138,1111,1138,4
009aee3ed1da4ece8efa0dcf929d7c01.jpg,360,763,408,763,408,802,360,802,14
009dcb07cd4d4cc5b9f139e5ccda3adc.jpg,1236,558,1268,558,1268,593,1236,593,11
00a54272db5b435d966c4efae9b571d1.jpg,1184,355,1236,355,1236,407,1184,407,14
00a64bf37bd9480aa7182b39a23c8897.jpg,1424,984,1477,984,1477,1044,1424,1044,10
00aa5c3e98b84b6fb6b2b31ef9f95a5d.jpg,1948,1227,2035,1227,2035,1313,1948,1313,7
00aace9d07a34e178d0b42f47025f82a.jpg,1190,486,1222,486,1222,519,1190,519,14
00add34c6ff247bb86c92bacb6de18dd.jpg,1951,658,2044,658,2044,753,1951,753,9
00b180b7a1f342e0ad82efce79b3ecf5.jpg,1662,944,1718,944,1718,1003,1662,1003,12
00b1e3a91cb144b797c184987dc27dd3.jpg,844,624,870,624,870,651,844,651,7
00b5b48dce014af0a0078d286c064dd3.jpg,993,650,1030,650,1030,689,993,689,13
00b7431b6bf44d03b29ebe47c4cb51a2.jpg,784,479,877,479,877,562,784,562,4
00b8d3d925cb4f83affc707d13b1e87f.jpg,488,1008,524,1008,524,1042,488,1042,20
00bbda35d2154e979057b0a2356f7b5f.jpg,717,915,766,915,766,960,717,960,18
00bd0d356f7c4abd8154ae5b007545a8.jpg,1190,798,1224,798,1224,832,1190,832,13
00bfd41ade7e447d9239ae97b895de42.jpg,664,589,700,589,700,620,664,620,13
00c71133ea874b3eb3310c22bb4d059f.jpg,2032,786,2106,786,2106,864,2032,864,18
00ccd6ec412043e6993abb82be4bf194.jpg,1805,1073,1848,1073,1848,1119,1805,1119,18
00cdb4b57d6744bbb8ae2edc0fa4ab51.jpg,854,479,898,479,898,527,854,527,16
00d14a37708f4aa38ebb9505524337e3.jpg,917,1101,999,1101,999,1187,917,1187,16
00d194f9c5bd4948ab0bf8fec17d1c0b.jpg,835,478,883,478,883,523,835,523,14
00d420d7fb514227a6cd5c57b88f14b5.jpg,1466,672,1513,672,1513,722,1466,722,4
00d6e5e012cf411da3fcaab06703ff2f.jpg,1098,620,1132,620,1132,656,1098,656,7
00e0b5005fef46b7ad6e3208b9274e35.jpg,1380,753,1473,753,1473,846,1380,846,1
00eadb8f9b974aca83591bfa5816c3b6.jpg,969,1088,998,1088,998,1123,969,1123,3
00eb1ca7cd0e4370b8bf2ad0f6b33c22.jpg,1642,1117,1686,1117,1686,1160,1642,1160,4
00ec38c84a0c4a7eaac14c3eb5d16cc7.jpg,1314,828,1343,828,1343,858,1314,858,11
00f1ca0b32604ffebf6524600ef686fb.jpg,1830,764,1904,764,1904,838,1830,838,20
00f557f6d07f44089dd5736ef77e62e8.jpg,1572,800,1616,800,1616,844,1572,844,18
00f5c715a2c04718bd0430987d9ddd37.jpg,2525,863,2651,863,2651,973,2525,973,16
00f84c7fe820401b82b34c3e919a170e.jpg,1679,887,1718,887,1718,928,1679,928,10
00f8dcfee9ee47fd998a690d37ba16e5.jpg,1345,599,1372,599,1372,629,1345,629,7
00fdd6e04d5549c8b0b5e55f5be91545.jpg,1737,1082,1782,1082,1782,1127,1737,1127,4
0100fa73e4314a90a5d06d6ccb213b13.jpg,1293,1185,1315,1185,1315,1211,1293,1211,17
010111b06baa47ae83b11269322c2c28.jpg,867,770,907,770,907,806,867,806,5
0105c19d03e848d687b05581b46cbf49.jpg,1955,794,2019,794,2019,856,1955,856,2
01062550bc644778b1709b559dec4e89.jpg,2278,816,2377,816,2377,913,2278,913,12
010a519143df484989419cbf59f1763b.jpg,1205,1030,1257,1030,1257,1079,1205,1079,2
010b114062ce450f878c47893828570e.jpg,2128,816,2211,816,2211,894,2128,894,4
010d477753c946d3a28115992e59a8c6.jpg,305,544,398,544,398,629,305,629,15
010e7f5d1fa04e078a7e998d9d512085.jpg,1264,508,1307,508,1307,556,1264,556,1
01107b8dbf5a43049a2fa0f771ae118a.jpg,1653,597,1689,597,1689,635,1653,635,11
01108595961441dda9294e19e1d756ad.jpg,613,437,736,437,736,541,613,541,6
0110901e98f84d8da194b87742c9e904.jpg,548,1019,606,1019,606,1077,548,1077,1
0110dd92c04c4f2b8781ba01c6fc2a3a.jpg,1922,777,2006,777,2006,859,1922,859,16
01132a48b61c4964a89c7352a581e07f.jpg,1517,712,1543,712,1543,741,1517,741,10
01145869cff14467834f88fcee020683.jpg,1047,619,1093,619,1093,668,1047,668,11
01175c74770342719db387364e90c0ff.jpg,397,603,482,603,482,678,397,678,12
01188546574d49208206350e52ab54ee.jpg,1252,1178,1299,1178,1299,1225,1252,1225,18
011d4b2badd941af934663c772e207b6.jpg,616,936,645,936,645,968,616,968,1
011ffc3b26584280a9a850adac01037b.jpg,1110,931,1147,931,1147,966,1110,966,14
0127624e804b46948f128dd5fc9ab71a.jpg,1358,880,1429,880,1429,960,1358,960,2
012ef4ad036c47128c08e688e4403577.jpg,915,966,965,966,965,1024,915,1024,6
01315c81111145c68f42c76455b3a8ec.jpg,1250,1025,1302,1025,1302,1074,1250,1074,8
0132a74d59e7465cba2b32bc4a710774.jpg,1919,1194,1955,1194,1955,1231,1919,1231,19
0134e2c2fe5243219103866a39a56ebb.jpg,1200,627,1271,627,1271,700,1200,700,6
0135218d13454ad59293192237ce2f18.jpg,1255,761,1286,761,1286,791,1255,791,15
0138a6f67ff142f2bd6a2c0c5da7959d.jpg,1529,1018,1559,1018,1559,1048,1529,1048,12
013b2ad374f840d1acc580c4184cca4e.jpg,668,738,748,738,748,807,668,807,8
014804b166164200be4ce7b7790991e8.jpg,954,1204,1005,1204,1005,1255,954,1255,10
0150bcbd6383496d8e278bb914897f6e.jpg,1296,719,1329,719,1329,761,1296,761,8
0152dd3f63414d7c95ce849a4db723e7.jpg,1182,819,1243,819,1243,879,1182,879,15
0155e3d7bf274c7fbeebd424e04e70fb.jpg,1109,631,1153,631,1153,673,1109,673,11
01595804f2d1440c98d9d6d5705f133a.jpg,1278,1197,1318,1197,1318,1236,1278,1236,11
015c5c866d0045c79f7ea5433a386968.jpg,1362,1119,1397,1119,1397,1154,1362,1154,6
015fb5126af54b8388c7aff0c2f058b8.jpg,1973,430,2073,430,2073,533,1973,533,19
01606b4756754d848e88b6f34c1a74fa.jpg,1103,1035,1134,1035,1134,1069,1103,1069,2
016492a0e2b94cfd96fc31cae62e5f13.jpg,1002,691,1035,691,1035,723,1002,723,6
01649779036045ebacd542419341d386.jpg,963,772,1001,772,1001,808,963,808,18
016c4f1eea334f1aba95e2d452c010dc.jpg,633,515,692,515,692,563,633,563,2
016d0fb4b2804028bc64cfdb0de8c19a.jpg,1307,873,1358,873,1358,925,1307,925,8
016ebc6699bd449fbb99951174745f67.jpg,1213,828,1245,828,1245,863,1213,863,6
016ec19bc4b94d24b3ae58c4ae548c69.jpg,1824,519,1857,519,1857,551,1824,551,8
017007f0afb6422ebe5805fd3604d887.jpg,2083,811,2154,811,2154,879,2083,879,8
01708d9a241046498e1d713b39b75e97.jpg,972,1224,1016,1224,1016,1276,972,1276,1
017cc1c0a0d34689a4c585e62c06451c.jpg,49,1029,177,1029,177,1141,49,1141,19
017ee9e2eb8341fcb061f85d234d68fa.jpg,1078,397,1152,397,1152,468,1078,468,16
01807cc1f84344b9a62dd33f22216717.jpg,1181,983,1229,983,1229,1035,1181,1035,3
0182ebb303d249c7b993b9aa00d4c32e.jpg,1408,649,1438,649,1438,681,1408,681,5
01887c4abb2a4473bbe0cda6b8940af2.jpg,1449,953,1477,953,1477,982,1449,982,14
018a98abb65c4a758195e7cec0db9ef7.jpg,238,1127,336,1127,336,1222,238,1222,10
01973ba3ed734d20bac1fa5b11f17586.jpg,1345,1279,1377,1279,1377,1312,1345,1312,9
019bbd8a84064c9985e86aa2a0dc5af3.jpg,1803,1117,1881,1117,1881,1205,1803,1205,4
01a69e100b854bbcb8539951c65fdc64.jpg,923,1071,1012,1071,1012,1164,923,1164,17
01a9659298134e3588d5e47bee63a817.jpg,1661,959,1760,959,1760,1059,1661,1059,17
01a99627335f4255b3550d3c11740d5e.jpg,1694,752,1724,752,1724,783,1694,783,4
01aa02f38920409ebdfad510c54ba152.jpg,833,652,860,652,860,679,833,679,9
01aac86db27a4e78a50827d2ef3bc5ab.jpg,307,511,352,511,352,548,307,548,15
01aba4139ede4a0a8540d33a84a770dd.jpg,759,1163,856,1163,856,1256,759,1256,17
01ac230b59ea4a179dbbaed2aaa7c8df.jpg,1193,557,1228,557,1228,592,1193,592,8
01ac9f7f605749cfb9cb988ccd0ff201.jpg,1284,920,1315,920,1315,954,1284,954,13
01b020a2625f4cb3b7c0f3418e746432.jpg,1768,613,1829,613,1829,675,1768,675,18
01b223626665413eacc7f5cc747e3899.jpg,1669,572,1715,572,1715,619,1669,619,15
01b2852b5f424d1786bee3f4bef9a01e.jpg,966,819,994,819,994,846,966,846,18
01b86c97230c4361b3a3516c1dee8108.jpg,1820,528,1925,528,1925,633,1820,633,2
01bea48f9ad0419eabbe00a0d5198b07.jpg,1056,623,1088,623,1088,655,1056,655,6
01c26f772e004f4bafbf972ef24efaaa.jpg,1246,444,1324,444,1324,522,1246,522,1
01c4b81d812f4394a98f9581d8b8c910.jpg,1413,524,1444,524,1444,556,1413,556,13
01c65a277d69434aadfd57cc09206326.jpg,1491,877,1528,877,1528,912,1491,912,9
01d0ddd240fc43e6872b1238a0ee8515.jpg,1001,600,1055,600,1055,656,1001,656,1
01d1312aed92437b9a596078848e4036.jpg,1568,1211,1597,1211,1597,1241,1568,1241,17
01d24ec155fc40b5bff811293da43228.jpg,1139,908,1192,908,1192,959,1139,959,5
01d28536f4e34b78af2554f20dc03730.jpg,1760,780,1810,780,1810,832,1760,832,5
01d5bc9bdc0d4c7f813446034c25a301.jpg,1433,822,1465,822,1465,854,1433,854,18
01d77624479441539cb9673d7495ae8c.jpg,1018,921,1089,921,1089,988,1018,988,14
01e17ea6b977409292cf13bdee17713d.jpg,87,438,186,438,186,514,87,514,2
01e327cc65db450088704827dbc4cdb9.jpg,1290,800,1336,800,1336,845,1290,845,9
01e3bf55222940cda2463ebc3f372e2d.jpg,1762,1148,1846,1148,1846,1233,1762,1233,3
01e50db47bbe403aa8550f45b42237d4.jpg,992,519,1086,519,1086,609,992,609,14
01e6eec20770437ba7f121991a8b77bf.jpg,512,406,561,406,561,455,512,455,15
01e7d86b7c4b4bb893976378ec7e1e80.jpg,1158,771,1187,771,1187,800,1158,800,11
01ec35a8cf1e4a6c8d479c6c22ac788f.jpg,1117,513,1156,513,1156,553,1117,553,2
01f1a9e5fe9d418281b8122e42a77a4d.jpg,1345,891,1412,891,1412,956,1345,956,15
01f36abad64c4f25b048c9123f042123.jpg,1214,1126,1248,1126,1248,1163,1214,1163,9
01f7d072f23a452194d2dbffea94bc33.jpg,1075,896,1108,896,1108,929,1075,929,9
01fb130c0a274ee3b8d5dcc52342b81b.jpg,1457,892,1485,892,1485,920,1457,920,20
0205dd907c294ee6a4191e571beafd4e.jpg,1002,1065,1030,1065,1030,1093,1002,1093,2
0206e2b237764738aca758d6901931eb.jpg,791,802,855,802,855,864,791,864,13
0206eebfe7da420a97b41b4f5ed11ed2.jpg,775,763,827,763,827,813,775,813,18
02077e00c4a54740b6983abc75fc0dcf.jpg,1030,427,1072,427,1072,469,1030,469,3
020da8b878b745648352b392b4607da1.jpg,1570,466,1644,466,1644,545,1570,545,8
02112a48430e434aa007944ad4aed672.jpg,1186,1002,1225,1002,1225,1042,1186,1042,3
02158bbe16344fe095aa9c316fade1fa.jpg,1542,930,1582,930,1582,971,1542,971,8
02170aa6106445a1890df089b54047cc.jpg,1273,1106,1302,1106,1302,1136,1273,1136,16
021b08f70a0b48d9800cf68f770e219f.jpg,1880,1090,1922,1090,1922,1134,1880,1134,7
021bc963a5c142f9abf23fc002f76c45.jpg,943,670,991,670,991,717,943,717,6
021da4bb88c047259ac4cc6f1a673b58.jpg,328,1133,433,1133,433,1216,328,1216,6
021fda51ef204794bd3ce726457373fc.jpg,993,626,1032,626,1032,669,993,669,18
02210db1314d443eb1d7efdf3a4bdd5d.jpg,1999,912,2043,912,2043,955,1999,955,18
0221af2fc33545c19051e64544f3a421.jpg,592,1082,634,1082,634,1119,592,1119,11
0225d5523e7a4549a80495bbc4c8a025.jpg,1489,1122,1529,1122,1529,1166,1489,1166,20
022a4df16d4c45459040fe829a66af7d.jpg,556,1062,601,1062,601,1102,556,1102,6
022d70533b6c456ab5531d8ffd9a3ef8.jpg,1595,723,1700,723,1700,826,1595,826,20
0232b05301c94062afbefdb9fe7b26e1.jpg,1720,1043,1749,1043,1749,1073,1720,1073,12
023355f07cad4dd28b1d89d3d2aa31dc.jpg,421,407,545,407,545,518,421,518,11
023942a660d34231954c38cc025593e0.jpg,1775,838,1838,838,1838,905,1775,905,4
023c7ef1d0e44f9c8687dbe56fbe63db.jpg,720,607,757,607,757,645,720,645,15
02457b91bf3346138ef9938b58ac70c4.jpg,351,637,392,637,392,672,351,672,7
02481f399c8b48a78f13c04e21bcd11a.jpg,2794,487,2931,487,2931,617,2794,617,15
02498a9bcb3642f186ff3a36d45f2d00.jpg,1268,850,1300,850,1300,882,1268,882,9
025197dee52544e78a550c6c48e1b337.jpg,1302,1127,1342,1127,1342,1163,1302,1163,20
02525f2e4a2746c89303c95eadd7c7d7.jpg,494,538,560,538,560,609,494,609,7
02559e3a6c854fec9664af350d28a24c.jpg,2462,914,2566,914,2566,1017,2462,1017,1
0257df5c46dd48ffb2cc30b07b267f7b.jpg,1236,1232,1264,1232,1264,1261,1236,1261,4
0258aeab438a4a43b894fdacf1442565.jpg,1145,1004,1193,1004,1193,1050,1145,1050,1
0261b5cc593b4854b7ed478594433a33.jpg,1138,661,1217,661,1217,749,1138,749,18
0263e98e7dbf4011ae519900c4ea1c72.jpg,924,501,979,501,979,555,924,555,7
027394f1088143e198cf215c90017e16.jpg,1647,977,1676,977,1676,1007,1647,1007,8
027f67efda7d469a9753b33443e170e5.jpg,1774,480,1813,480,1813,520,1774,520,15
0286108c8bff4e82b86cb28d5c6e176f.jpg,2536,1015,2629,1015,2629,1115,2536,1115,9
0290d80074a94ecc8fa6f51623d527c5.jpg,1440,536,1468,536,1468,565,1440,565,13
0293b541cb1d4bab85ee8599c5a98ec7.jpg,377,630,420,630,420,667,377,667,13
0295594153e84c0998984e07e51b9747.jpg,1582,828,1660,828,1660,905,1582,905,5
0297b633ba0f4c26a04bbcc498d7d704.jpg,628,1000,664,1000,664,1031,628,1031,5
029b138b85b84ee88246d229ea7caafa.jpg,1394,742,1423,742,1423,771,1394,771,14
029f1453cea74848abe48cdaa4086fb9.jpg,1161,960,1191,960,1191,988,1161,988,2
02a175c745df4e7faf7f55a637dcf1f8.jpg,882,697,945,697,945,759,882,759,2
02a5a616c6b04074bc15f02e238fce3f.jpg,454,446,574,446,574,569,454,569,6
02aa833c787742e48be3b2e0e99c4224.jpg,624,820,661,820,661,855,624,855,6
02b0669bb6fc4fbbbe5171c7e1d7adb2.jpg,1223,887,1247,887,1247,913,1223,913,6
02b1c2eca4924a21b0656351e9258cd0.jpg,1971,732,2017,732,2017,780,1971,780,11
02b26e4d1c3f4067bd40492ed67aef92.jpg,1708,1089,1751,1089,1751,1132,1708,1132,9
02b64c4ac653498fa15c3ed865437dbe.jpg,1748,1059,1824,1059,1824,1135,1748,1135,2
02b80991ead74a55b453ff25cfe4a1f4.jpg,1233,973,1255,973,1255,997,1233,997,12
02c22752c847450c808364f7608a756e.jpg,1836,755,1877,755,1877,795,1836,795,1
02c2df8fecd8456595eb51ff31514e26.jpg,2182,774,2237,774,2237,833,2182,833,17
02c6e70cd49b4015ba8d37f2772836ee.jpg,1545,543,1620,543,1620,624,1545,624,3
02c77e749cb141ea9cebe86d17090289.jpg,1379,1134,1422,1134,1422,1177,1379,1177,14
02c8fd1c21d044d1bbae440666c73cd4.jpg,940,1180,974,1180,974,1213,940,1213,10
02cb65e2c5544e808cee58fa1a9283fd.jpg,1488,385,1534,385,1534,437,1488,437,7
02d13f69c34c41908d102758c98c8df1.jpg,1322,1326,1380,1326,1380,1388,1322,1388,20
02d300ba318d419695b75797a1793577.jpg,1008,617,1049,617,1049,650,1008,650,11
02db399d2e1144d8aa8829efc14eedfe.jpg,1147,1023,1177,1023,1177,1052,1147,1052,16
02dd1e5f24794a12aeea3cd95a3c227a.jpg,1269,594,1316,594,1316,644,1269,644,12
02e0d659453b42c18a8ba85cf9994e7a.jpg,1451,486,1480,486,1480,516,1451,516,7
02e3287e4de04ac59e2586dc7e2602d4.jpg,1219,909,1259,909,1259,949,1219,949,12
02e5c10e22834dd69c29a5e648d880e3.jpg,583,1253,630,1253,630,1298,583,1298,18
02e6f299a68b48dabbb9287cb9c15ebb.jpg,1978,724,2049,724,2049,799,1978,799,18
02ebe1dc5b7a47deb696ec4e1e074822.jpg,1678,640,1705,640,1705,667,1678,667,14
02ecdee341a9487c862e016989f3a7c1.jpg,1732,1124,1772,1124,1772,1164,1732,1164,17
02f6b44242af4408b1b584617134f511.jpg,561,1124,598,1124,598,1159,561,1159,5
02f8a30727d64866a728c6bebc369f5e.jpg,898,384,932,384,932,419,898,419,15
02fa42f8d98247fa98f28bb3a41a3273.jpg,1046,873,1075,873,1075,901,1046,901,19
02fc21d248a240f589a7dc561738e8cd.jpg,830,701,888,701,888,759,830,759,18
02fe50541154499ca28b9ab84378573c.jpg,758,862,859,862,859,951,758,951,12
02fe68d8447645959869e4da56322ee9.jpg,1190,958,1229,958,1229,1001,1190,1001,6
02fe7b0e69e0405c9031f8309e14dfd1.jpg,1725,1128,1761,1128,1761,1166,1725,1166,18
02ff8ea0fba44374815acf7abbc00d8a.jpg,525,868,565,868,565,907,525,907,1
0301f2e3920e455aaf298defd7bff3fe.jpg,603,882,712,882,712,973,603,973,15
0306eaf4de7c45df85b189be08822f90.jpg,1504,590,1532,590,1532,619,1504,619,17
0309d14aeb894ed7980476fe46c72610.jpg,303,741,414,741,414,853,303,853,10
030a384bd31f42c19d570403dd85ae28.jpg,1535,1021,1566,1021,1566,1052,1535,1052,14
030ec6ad723a4fefa9d0c3b9d0936b4b.jpg,569,541,629,541,629,591,569,591,11
0310e639c2454754a42c0bd86e1b4aa1.jpg,1133,995,1185,995,1185,1048,1133,1048,7
0312e6c131b843849a03292b6fafeb3a.jpg,1851,692,1910,692,1910,752,1851,752,15
0313481b6376429ea41b0881b3fd9cdd.jpg,2080,799,2146,799,2146,866,2080,866,9
031621c893e241b3adba8c7360e14365.jpg,1083,934,1152,934,1152,1006,1083,1006,15
031fb35977de451195305dab9f67654c.jpg,1048,1097,1125,1097,1125,1177,1048,1177,19
0320502c17bf4f71855f3225ef3d0c58.jpg,1852,742,1886,742,1886,778,1852,778,11
0322466b026649f08251591530b984a0.jpg,2253,859,2323,859,2323,922,2253,922,3
03236779e04f40b2904450a4e05247c5.jpg,1509,310,1573,310,1573,378,1509,378,12
0324a45fb79d49a0b52f66d50528fe10.jpg,2081,1032,2169,1032,2169,1118,2081,1118,18
03258243f74641c7b1cb479b88f419c0.jpg,1988,697,2090,697,2090,804,1988,804,4
03299fdaef4744d3ba24573c2904a864.jpg,962,895,999,895,999,931,962,931,3
0329e091fe0641778c66f604fc575a75.jpg,1494,1159,1536,1159,1536,1208,1494,1208,1
032c93570ec84f0f808a499deeb241e1.jpg,818,789,909,789,909,878,818,878,18
032db2685c0541d2847ad063a48c7531.jpg,2234,1064,2343,1064,2343,1166,2234,1166,16
03381b72ee2c4b8fad7bc07c02d57bd1.jpg,983,1191,1021,1191,1021,1229,983,1229,19
033b48256f994fb7a41ca9fbf3461b5f.jpg,1235,1105,1278,1105,1278,1147,1235,1147,6
033f4d303be74f1da71af3fb779a55ae.jpg,1453,1105,1486,1105,1486,1140,1453,1140,10
0340721fafc8494e991235a6925b0ffe.jpg,1235,1117,1266,1117,1266,1147,1235,1147,4
0342bbd79c16425481ac8e5251a8e13c.jpg,2015,552,2132,552,2132,665,2015,665,1
03433f63625b4e8ea432cae61987e260.jpg,1647,527,1686,527,1686,565,1647,565,16
0344abfdcd504bbf983ab0b66d060059.jpg,1898,626,1937,626,1937,667,1898,667,14
03481eff23ea45bebb4e25580a3338c2.jpg,998,529,1061,529,1061,587,998,587,2
034a4e0b724442f59bd46fca921f0174.jpg,908,984,947,984,947,1029,908,1029,5
034c0f98f31646e5beb7ca4b212e97d1.jpg,1918,850,1968,850,1968,899,1918,899,18
034e1a7dff054f9ea821259c6456ea18.jpg,1786,974,1818,974,1818,1007,1786,1007,1
0352a456b7bb4a98aed57f798a2230a9.jpg,441,1083,501,1083,501,1130,441,1130,14
035bae9f815d4ed491f8cdd81989d453.jpg,547,528,619,528,619,592,547,592,9
035e2d6ffe854fcba8226bed56376812.jpg,1055,997,1088,997,1088,1029,1055,1029,17
03607d2eb25b45fab35dc94d208e01cd.jpg,1807,629,1886,629,1886,714,1807,714,19
036412899aa94c63ba9db47d5d42c875.jpg,338,545,397,545,397,600,338,600,9
0366bc196ddc4438ab9f3c44641f4a52.jpg,1557,541,1612,541,1612,599,1557,599,11
0369a9a811d84bf294c359e4e9a5646d.jpg,1390,1026,1449,1026,1449,1084,1390,1084,18
03745504bcc9438ab77e139fc2a07658.jpg,590,474,620,474,620,505,590,505,7
03758386ff3947d589f33ecdc6b87965.jpg,1107,414,1164,414,1164,472,1107,472,10
037a40fe84bd4c37a567f8b70e77b2b1.jpg,1234,902,1273,902,1273,946,1234,946,15
037f8d7a97534afdb5015eef9694fd6f.jpg,1644,816,1672,816,1672,845,1644,845,15
03807215f72c47279184f60db8c2d014.jpg,1712,1238,1740,1238,1740,1267,1712,1267,11
0380b4674b38472c85df7bcdea5465d2.jpg,1177,1139,1214,1139,1214,1175,1177,1175,8
0385482d09854a1ab42bec5fa3b3134e.jpg,1492,909,1560,909,1560,979,1492,979,6
03889ecf16344686be6aceb78ceacafb.jpg,1880,612,1933,612,1933,667,1880,667,7
0389953ab1f240f69067b4cbb0e68074.jpg,1028,635,1058,635,1058,664,1028,664,17
038c212ed50d44d2a09ba7df21a0fe6a.jpg,1768,468,1867,468,1867,567,1768,567,5
039504f117ed400dab5c8298a3a817ee.jpg,1840,1204,1882,1204,1882,1245,1840,1245,13
039789326d6b4495b0447b7946307ed7.jpg,1136,957,1184,957,1184,1004,1136,1004,9
0398172e9b9a49ce9641d04fa0fa8fdc.jpg,1465,984,1499,984,1499,1017,1465,1017,5
039e33a5095241adb85675d66a068e28.jpg,1143,647,1175,647,1175,679,1143,679,6
